Order_ID,Activity,Timestamp,Customer_Name,Order_Source,Region,Order_Value,Items_Count,Discount
CASE_115,Wysyłka,2024-02-18 00:09:13.518723600,Klient_122,Sklep,Południe,97.97,3,0.0
CASE_115,Dostawa,2024-02-18 12:59:56.864191200,Klient_122,Sklep,Południe,97.97,3,0.0
CASE_115,Ocena,2024-02-18 17:24:20.189739600,Klient_122,Sklep,Południe,97.97,3,0.0
CASE_116,Złożenie zamówienia,2024-01-16 06:23:00,Klient_166,Sklep,Wschód,21.71,2,6.97
CASE_116,Weryfikacja,2024-01-16 06:34:25.306926,Klient_166,Sklep,Wschód,21.71,2,6.97
CASE_116,Płatność,2024-01-16 06:36:40.709604,Klient_166,Sklep,Wschód,21.71,2,6.97
CASE_116,Wysyłka,2024-01-16 09:26:19.171620,Klient_166,Sklep,Wschód,21.71,2,6.97
CASE_116,Dostawa,2024-01-16 10:13:37.892194800,Klient_166,Sklep,Wschód,21.71,2,6.97
CASE_116,Ocena,2024-01-16 11:54:10.282875600,Klient_166,Sklep,Wschód,21.71,2,6.97
CASE_117,Złożenie zamówienia,2024-03-18 14:01:00,Klient_132,Online,Południe,110.06,1,10.16
CASE_117,Płatność,2024-03-19 08:55:19.092373200,Klient_132,Online,Południe,110.06,1,10.16
CASE_117,Wysyłka,2024-03-19 21:53:25.288705200,Klient_132,Online,Południe,110.06,1,10.16
CASE_117,Dostawa,2024-03-21 13:47:47.718685200,Klient_132,Online,Południe,110.06,1,10.16
CASE_117,Ocena,2024-03-22 21:06:27.368840400,Klient_132,Online,Południe,110.06,1,10.16
CASE_118,Złożenie zamówienia,2024-04-25 06:36:00,Klient_1,Sklep,Wschód,34.38,3,11.2
CASE_118,Płatność,2024-04-25 07:42:05.028562800,Klient_1,Sklep,Wschód,34.38,3,11.2
CASE_118,Wysyłka,2024-04-25 10:55:08.068875600,Klient_1,Sklep,Wschód,34.38,3,11.2
CASE_118,Dostawa,2024-04-25 13:08:49.793719200,Klient_1,Sklep,Wschód,34.38,3,11.2
CASE_118,Ocena,2024-04-25 13:59:44.416816800,Klient_1,Sklep,Wschód,34.38,3,11.2
CASE_119,Złożenie zamówienia,2024-04-21 17:46:00,Klient_47,Online,Południe,100.02,3,13.77
CASE_119,Płatność,2024-04-21 23:45:05.520379200,Klient_47,Online,Południe,100.02,3,13.77
CASE_119,Wysyłka,2024-04-22 06:44:36.347422800,Klient_47,Online,Południe,100.02,3,13.77
CASE_119,Dostawa,2024-04-22 18:57:47.212810800,Klient_47,Online,Południe,100.02,3,13.77
CASE_119,Ocena,2024-04-23 06:21:09.625225200,Klient_47,Online,Południe,100.02,3,13.77
CASE_12,Złożenie zamówienia,2024-01-14 08:24:00,Klient_34,Online,Północ,205.07,4,5.36
CASE_12,Płatność,2024-01-14 10:19:20.854398,Klient_34,Online,Północ,205.07,4,5.36
CASE_12,Wysyłka,2024-01-14 12:06:19.056247200,Klient_34,Online,Północ,205.07,4,5.36
CASE_12,Dostawa,2024-01-14 19:45:22.036176,Klient_34,Online,Północ,205.07,4,5.36
CASE_12,Ocena,2024-01-15 01:54:13.922442,Klient_34,Online,Północ,205.07,4,5.36
CASE_120,Złożenie zamówienia,2024-02-22 07:31:00,Klient_109,Telefon,Północ,277.9,3,0.0
CASE_120,Płatność,2024-02-22 07:43:57.721874400,Klient_109,Telefon,Północ,277.9,3,0.0
CASE_120,Weryfikacja,2024-02-22 07:53:36.408223200,Klient_109,Telefon,Północ,277.9,3,0.0
CASE_120,Wysyłka,2024-02-22 09:05:18.157047600,Klient_109,Telefon,Północ,277.9,3,0.0
CASE_120,Dostawa,2024-02-22 11:25:02.493270,Klient_109,Telefon,Północ,277.9,3,0.0
CASE_120,Ocena,2024-02-22 12:44:03.350769600,Klient_109,Telefon,Północ,277.9,3,0.0
CASE_121,Złożenie zamówienia,2024-03-12 11:17:00,Klient_193,Online,Wschód,122.22,2,3.9
CASE_121,Weryfikacja,2024-03-12 11:55:08.064135600,Klient_193,Online,Wschód,122.22,2,3.9
CASE_121,Płatność,2024-03-12 15:02:08.468280,Klient_193,Online,Wschód,122.22,2,3.9
CASE_121,Wysyłka,2024-03-12 22:19:38.908215600,Klient_193,Online,Wschód,122.22,2,3.9
CASE_121,Dostawa,2024-03-13 04:10:59.514360,Klient_193,Online,Wschód,122.22,2,3.9
CASE_121,Ocena,2024-03-13 12:02:43.017008400,Klient_193,Online,Wschód,122.22,2,3.9
CASE_122,Złożenie zamówienia,2024-03-31 14:20:00,Klient_19,Telefon,Zachód,35.7,3,6.66
CASE_122,Płatność,2024-03-31 21:43:46.060706400,Klient_19,Telefon,Zachód,35.7,3,6.66
CASE_122,Wysyłka,2024-04-01 10:57:49.776088800,Klient_19,Telefon,Zachód,35.7,3,6.66
CASE_122,Dostawa,2024-04-03 14:48:54.532873200,Klient_19,Telefon,Zachód,35.7,3,6.66
CASE_122,Ocena,2024-04-04 09:05:01.490925600,Klient_19,Telefon,Zachód,35.7,3,6.66
CASE_123,Złożenie zamówienia,2024-02-13 18:29:00,Klient_93,Sklep,Południe,35.71,2,4.75
CASE_123,Płatność,2024-02-14 16:51:24.823297200,Klient_93,Sklep,Południe,35.71,2,4.75
CASE_123,Wysyłka,2024-02-15 15:54:47.570059200,Klient_93,Sklep,Południe,35.71,2,4.75
CASE_123,Dostawa,2024-02-17 08:54:11.485290,Klient_93,Sklep,Południe,35.71,2,4.75
CASE_123,Ocena,2024-02-18 16:02:19.657778400,Klient_93,Sklep,Południe,35.71,2,4.75
CASE_124,Złożenie zamówienia,2024-03-21 08:50:00,Klient_104,Online,Południe,40.15,3,0.0
CASE_124,Płatność,2024-03-21 22:32:04.317120,Klient_104,Online,Południe,40.15,3,0.0
CASE_124,Wysyłka,2024-03-23 15:45:38.696001600,Klient_104,Online,Południe,40.15,3,0.0
CASE_124,Dostawa,2024-03-24 05:37:49.751412,Klient_104,Online,Południe,40.15,3,0.0
CASE_124,Ocena,2024-03-26 00:58:22.927369200,Klient_104,Online,Południe,40.15,3,0.0
CASE_125,Złożenie zamówienia,2024-01-29 09:07:00,Klient_28,Online,Zachód,128.46,4,6.97
CASE_125,Płatność,2024-01-30 14:13:35.812242,Klient_28,Online,Zachód,128.46,4,6.97
CASE_125,Wysyłka,2024-01-31 00:57:24.225295200,Klient_28,Online,Zachód,128.46,4,6.97
CASE_125,Dostawa,2024-02-05 04:35:44.271825600,Klient_28,Online,Zachód,128.46,4,6.97
CASE_125,Ocena,2024-02-06 08:56:18.297336,Klient_28,Online,Zachód,128.46,4,6.97
CASE_126,Złożenie zamówienia,2024-03-01 11:10:00,Klient_191,Online,Zachód,106.9,4,14.58
CASE_126,Płatność,2024-03-01 14:25:41.289580800,Klient_191,Online,Zachód,106.9,4,14.58
CASE_126,Wysyłka,2024-03-01 20:48:32.051940,Klient_191,Online,Zachód,106.9,4,14.58
CASE_126,Dostawa,2024-03-02 19:32:25.793720400,Klient_191,Online,Zachód,106.9,4,14.58
CASE_126,Ocena,2024-03-03 02:46:55.878418800,Klient_191,Online,Zachód,106.9,4,14.58
CASE_127,Złożenie zamówienia,2024-02-15 07:29:00,Klient_105,Online,Wschód,46.83,3,0.0
CASE_127,Płatność,2024-02-15 13:42:00.190286400,Klient_105,Online,Wschód,46.83,3,0.0
CASE_127,Wysyłka,2024-02-16 08:19:06.415447200,Klient_105,Online,Wschód,46.83,3,0.0
CASE_127,Dostawa,2024-02-16 21:59:41.450486400,Klient_105,Online,Wschód,46.83,3,0.0
CASE_127,Ocena,2024-02-17 07:08:55.386885600,Klient_105,Online,Wschód,46.83,3,0.0
CASE_128,Złożenie zamówienia,2024-03-02 21:06:00,Klient_40,Sklep,Południe,350.52,2,5.95
CASE_128,Płatność,2024-03-02 21:38:56.933840400,Klient_40,Sklep,Południe,350.52,2,5.95
CASE_128,Wysyłka,2024-03-03 02:09:29.466507600,Klient_40,Sklep,Południe,350.52,2,5.95
CASE_128,Dostawa,2024-03-03 03:26:44.113804800,Klient_40,Sklep,Południe,350.52,2,5.95
CASE_128,Ocena,2024-03-03 06:48:11.635794,Klient_40,Sklep,Południe,350.52,2,5.95
CASE_129,Złożenie zamówienia,2024-04-25 19:14:00,Klient_27,Telefon,Zachód,119.32,4,4.21
CASE_129,Płatność,2024-04-26 06:01:33.754740,Klient_27,Telefon,Zachód,119.32,4,4.21
CASE_129,Wysyłka,2024-04-29 18:59:35.203662,Klient_27,Telefon,Zachód,119.32,4,4.21
CASE_129,Dostawa,2024-05-01 21:41:50.265385200,Klient_27,Telefon,Zachód,119.32,4,4.21
CASE_129,Zwrot,2024-05-02 12:39:47.529040800,Klient_27,Telefon,Zachód,119.32,4,4.21
CASE_129,Ocena,2024-05-03 02:03:15.228836400,Klient_27,Telefon,Zachód,119.32,4,4.21
CASE_13,Złożenie zamówienia,2024-03-11 21:26:00,Klient_184,Telefon,Wschód,112.44,3,3.63
CASE_13,Płatność,2024-03-12 01:21:22.464102,Klient_184,Telefon,Wschód,112.44,3,3.63
CASE_13,Wysyłka,2024-03-12 09:46:59.277044400,Klient_184,Telefon,Wschód,112.44,3,3.63
CASE_13,Dostawa,2024-03-12 16:04:37.700966400,Klient_184,Telefon,Wschód,112.44,3,3.63
CASE_13,Ocena,2024-03-13 00:21:37.958228400,Klient_184,Telefon,Wschód,112.44,3,3.63
CASE_130,Złożenie zamówienia,2024-01-24 20:27:00,Klient_75,Online,Południe,59.54,2,15.77
CASE_130,Płatność,2024-01-24 23:38:23.129721600,Klient_75,Online,Południe,59.54,2,15.77
CASE_130,Wysyłka,2024-01-25 08:34:42.245731200,Klient_75,Online,Południe,59.54,2,15.77
CASE_130,Dostawa,2024-01-25 11:44:53.476440,Klient_75,Online,Południe,59.54,2,15.77
CASE_130,Ocena,2024-01-25 20:53:34.348369200,Klient_75,Online,Południe,59.54,2,15.77
CASE_131,Złożenie zamówienia,2024-01-13 06:08:00,Klient_160,Online,Północ,338.27,4,3.25
CASE_131,Płatność,2024-01-13 06:48:50.034450,Klient_160,Online,Północ,338.27,4,3.25
CASE_131,Weryfikacja,2024-01-13 06:57:51.156537600,Klient_160,Online,Północ,338.27,4,3.25
CASE_131,Wysyłka,2024-01-13 11:13:09.124346400,Klient_160,Online,Północ,338.27,4,3.25
CASE_131,Dostawa,2024-01-13 19:17:55.569189600,Klient_160,Online,Północ,338.27,4,3.25
CASE_131,Ocena,2024-01-14 00:27:20.414697600,Klient_160,Online,Północ,338.27,4,3.25
CASE_132,Złożenie zamówienia,2024-04-28 21:21:00,Klient_52,Online,Południe,246.17,4,0.0
CASE_132,Weryfikacja,2024-04-28 23:07:20.799991200,Klient_52,Online,Południe,246.17,4,0.0
CASE_132,Płatność,2024-04-28 23:17:35.751915600,Klient_52,Online,Południe,246.17,4,0.0
CASE_132,Wysyłka,2024-04-29 09:45:51.869566800,Klient_52,Online,Południe,246.17,4,0.0
CASE_132,Dostawa,2024-04-29 15:08:51.733341600,Klient_52,Online,Południe,246.17,4,0.0
CASE_132,Ocena,2024-04-29 20:39:06.530742,Klient_52,Online,Południe,246.17,4,0.0
CASE_133,Złożenie zamówienia,2024-01-26 14:34:00,Klient_196,Online,Południe,194.79,3,6.96
CASE_133,Płatność,2024-01-26 15:54:50.230197600,Klient_196,Online,Południe,194.79,3,6.96
CASE_133,Wysyłka,2024-01-27 01:33:22.737688800,Klient_196,Online,Południe,194.79,3,6.96
CASE_133,Dostawa,2024-01-27 08:25:54.686804400,Klient_196,Online,Południe,194.79,3,6.96
CASE_133,Ocena,2024-01-27 13:24:42.724093200,Klient_196,Online,Południe,194.79,3,6.96
CASE_134,Złożenie zamówienia,2024-04-28 09:16:00,Klient_12,Online,Północ,856.81,2,4.27
CASE_134,Płatność,2024-04-28 11:06:52.919394,Klient_12,Online,Północ,856.81,2,4.27
CASE_134,Wysyłka,2024-04-29 00:00:19.825306800,Klient_12,Online,Północ,856.81,2,4.27
CASE_134,Dostawa,2024-04-30 03:54:54.567826800,Klient_12,Online,Północ,856.81,2,4.27
CASE_134,Ocena,2024-04-30 07:49:09.957873600,Klient_12,Online,Północ,856.81,2,4.27
CASE_135,Złożenie zamówienia,2024-03-10 16:02:00,Klient_124,Sklep,Zachód,115.07,3,4.2
CASE_135,Płatność,2024-03-12 02:05:57.549139200,Klient_124,Sklep,Zachód,115.07,3,4.2
CASE_135,Wysyłka,2024-03-15 01:01:37.227170400,Klient_124,Sklep,Zachód,115.07,3,4.2
CASE_135,Dostawa,2024-03-16 02:17:52.028337600,Klient_124,Sklep,Zachód,115.07,3,4.2
CASE_135,Ocena,2024-03-18 08:13:46.244626800,Klient_124,Sklep,Zachód,115.07,3,4.2
CASE_136,Złożenie zamówienia,2024-01-13 21:51:00,Klient_152,Online,Wschód,199.97,3,5.96
CASE_136,Płatność,2024-01-14 21:22:33.206113200,Klient_152,Online,Wschód,199.97,3,5.96
CASE_136,Wysyłka,2024-01-15 23:32:12.502204800,Klient_152,Online,Wschód,199.97,3,5.96
CASE_136,Dostawa,2024-01-21 03:59:23.869608,Klient_152,Online,Wschód,199.97,3,5.96
CASE_136,Ocena,2024-01-21 16:46:21.945208800,Klient_152,Online,Wschód,199.97,3,5.96
CASE_137,Złożenie zamówienia,2024-01-01 09:59:00,Klient_106,Online,Zachód,90.63,3,0.0
CASE_137,Płatność,2024-01-01 11:05:25.800552,Klient_106,Online,Zachód,90.63,3,0.0
CASE_137,Wysyłka,2024-01-01 22:50:50.497927200,Klient_106,Online,Zachód,90.63,3,0.0
CASE_137,Dostawa,2024-01-02 01:41:41.158364400,Klient_106,Online,Zachód,90.63,3,0.0
CASE_137,Ocena,2024-01-02 10:46:33.487900800,Klient_106,Online,Zachód,90.63,3,0.0
CASE_138,Złożenie zamówienia,2024-03-23 09:54:00,Klient_179,Sklep,Wschód,21.73,2,2.69
CASE_138,Weryfikacja,2024-03-23 10:57:09.607197600,Klient_179,Sklep,Wschód,21.73,2,2.69
CASE_138,Płatność,2024-03-23 11:01:28.875770400,Klient_179,Sklep,Wschód,21.73,2,2.69
CASE_138,Wysyłka,2024-03-24 00:33:31.517179200,Klient_179,Sklep,Wschód,21.73,2,2.69
CASE_138,Dostawa,2024-03-24 09:26:14.948498400,Klient_179,Sklep,Wschód,21.73,2,2.69
CASE_138,Ocena,2024-03-24 15:43:14.960247600,Klient_179,Sklep,Wschód,21.73,2,2.69
CASE_139,Złożenie zamówienia,2024-02-17 17:02:00,Klient_80,Online,Zachód,60.7,4,0.0
CASE_139,Płatność,2024-02-18 15:44:44.739381600,Klient_80,Online,Zachód,60.7,4,0.0
CASE_139,Wysyłka,2024-02-20 04:25:32.316874800,Klient_80,Online,Zachód,60.7,4,0.0
CASE_139,Dostawa,2024-02-22 05:50:25.377055200,Klient_80,Online,Zachód,60.7,4,0.0
CASE_139,Ocena,2024-02-22 18:11:12.757546800,Klient_80,Online,Zachód,60.7,4,0.0
CASE_14,Złożenie zamówienia,2024-03-29 19:18:00,Klient_200,Telefon,Wschód,168.47,2,7.61
CASE_14,Weryfikacja,2024-03-29 20:57:01.631426400,Klient_200,Telefon,Wschód,168.47,2,7.61
CASE_14,Płatność,2024-03-30 00:32:47.308581600,Klient_200,Telefon,Wschód,168.47,2,7.61
CASE_14,Wysyłka,2024-03-30 07:41:29.468353200,Klient_200,Telefon,Wschód,168.47,2,7.61
CASE_14,Dostawa,2024-03-31 04:30:01.353236400,Klient_200,Telefon,Wschód,168.47,2,7.61
CASE_14,Zwrot,2024-03-31 19:47:41.414251200,Klient_200,Telefon,Wschód,168.47,2,7.61
CASE_140,Złożenie zamówienia,2024-03-15 06:30:00,Klient_131,Sklep,Zachód,23.56,2,16.79
CASE_140,Weryfikacja,2024-03-15 07:18:32.560498800,Klient_131,Sklep,Zachód,23.56,2,16.79
CASE_140,Płatność,2024-03-15 09:59:12.894151200,Klient_131,Sklep,Zachód,23.56,2,16.79
CASE_140,Wysyłka,2024-03-15 22:19:30.780966,Klient_131,Sklep,Zachód,23.56,2,16.79
CASE_140,Dostawa,2024-03-16 07:57:16.710361200,Klient_131,Sklep,Zachód,23.56,2,16.79
CASE_140,Ocena,2024-03-16 21:08:40.867029600,Klient_131,Sklep,Zachód,23.56,2,16.79
CASE_141,Złożenie zamówienia,2024-03-20 08:31:00,Klient_172,Online,Południe,23.3,3,14.85
CASE_141,Płatność,2024-03-20 16:16:49.115390400,Klient_172,Online,Południe,23.3,3,14.85
CASE_141,Wysyłka,2024-03-21 01:14:03.199803600,Klient_172,Online,Południe,23.3,3,14.85
CASE_141,Dostawa,2024-03-21 20:44:18.679710,Klient_172,Online,Południe,23.3,3,14.85
CASE_141,Ocena,2024-03-22 01:05:07.641706800,Klient_172,Online,Południe,23.3,3,14.85
CASE_142,Złożenie zamówienia,2024-03-13 18:32:00,Klient_100,Online,Północ,122.91,4,13.02
CASE_142,Płatność,2024-03-13 18:56:38.949091200,Klient_100,Online,Północ,122.91,4,13.02
CASE_142,Wysyłka,2024-03-13 21:24:57.657586800,Klient_100,Online,Północ,122.91,4,13.02
CASE_142,Dostawa,2024-03-13 21:30:03.471322800,Klient_100,Online,Północ,122.91,4,13.02
CASE_142,Ocena,2024-03-13 23:28:45.270135600,Klient_100,Online,Północ,122.91,4,13.02
CASE_143,Złożenie zamówienia,2024-03-31 20:04:00,Klient_93,Sklep,Południe,155.08,5,0.0
CASE_143,Płatność,2024-04-01 02:14:22.392530400,Klient_93,Sklep,Południe,155.08,5,0.0
CASE_143,Wysyłka,2024-04-01 14:39:36.322897200,Klient_93,Sklep,Południe,155.08,5,0.0
